genomeNo	speciesGenomeNo	taxonomy	lineage	biorank	D_name	catalogueGroup	catalogueName	quality	completeness	contamination	size	gc	contig	type	OTU	OTU_status	projectNo	sampleNo	runNo	tier	nDegKos	degKos	nDepolymeraseLoci	depolymeraseLoci	synthKos
GCMeta_00783516	GCMeta_00783516	g__Curvibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Curvibacter;s__	genus	Bacteria	Extreme Environments,Environments	Cold Habitat,Permafrost	Medium-quality	99.76	0.0	6332711	65.98	188	gcMeta	gcMeta_totalOTUv1.0_071809	representative	PRJNA367098	SAMN06267418	SRR5450830	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_00783529	GCMeta_00783529	g__Rhodoferax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	genus	Bacteria	Extreme Environments,Environments	Cold Habitat,Permafrost	Medium-quality	94.65	1.292	4130302	59.77	292	gcMeta	gcMeta_totalOTUv1.0_071816	representative	PRJNA367098	SAMN06267418	SRR5450830	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00785124	GCMeta_00785124	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Extreme Environments,Environments	Cold Habitat,Permafrost	Medium-quality	95.57	2.543	3368919	55.18	287	gcMeta	gcMeta_totalOTUv1.0_072230	representative	PRJNA375640	SAMN06343942	SRR5680860	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00787242	GCMeta_00787242	g__Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	genus	Bacteria	Extreme Environments,Others	Cold Habitat,Freshwater	Medium-quality	95.37	0.934	4968181	66.93	462	gcMeta	gcMeta_totalOTUv1.0_072642	representative	PRJNA368330	SAMN06269048	SRR6448204	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00626;K03821
GCMeta_00790057	GCMeta_01085871	g__Hydrogenophaga	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	genus	Bacteria	Extreme Environments,Environments	Cold Habitat,Saline Lake	Medium-quality	95.37	1.660	4219287	63.36	558	gcMeta	gcMeta_totalOTUv1.0_080571	member	PRJNA467276	SAMN09202422	SRR7529760	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00626;K03821
GCMeta_00791192	GCMeta_00791192	g__Oleiagrimonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Oleiagrimonas;s__	genus	Bacteria	Extreme Environments	Saline-alkaline Habitat,Cold Habitat	Medium-quality	95.96	1.473	3461502	59.92	235	gcMeta	gcMeta_totalOTUv1.0_073361	representative	PRJNA546110	SAMN11952172	SRR9199119	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_00791230	GCMeta_00791230	s__Comamonas acidovorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans	species	Bacteria	Extreme Environments	Cold Habitat	Medium-quality	98.74	0.996	6266095	67.06	151	gcMeta	gcMeta_totalOTUv1.0_032129	member	PRJNA560154	SAMN12569838	SRR9965269	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00626;K03821
GCMeta_00791292	GCMeta_00791292	g__Noviherbaspirillum_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum_A;s__	genus	Bacteria	Extreme Environments	Cold Habitat	Medium-quality	77.93	3.448	3955510	60.92	292	gcMeta	gcMeta_totalOTUv1.0_073410	representative	PRJNA560154	SAMN12569843	SRR9965273	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00791321	GCMeta_00791321	g__Rhodoferax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	genus	Bacteria	Extreme Environments	Cold Habitat	Medium-quality	99.27	0.467	3352921	57.67	73	gcMeta	gcMeta_totalOTUv1.0_073426	representative	PRJNA560154	SAMN12569842	SRR9965274	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00792741	GCMeta_00792741	s__Marinobacter salsuginis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter salsuginis	species	Bacteria	Extreme Environments	Saline-alkaline Habitat	High-quality	98.59	0.0	4371523	57.19	116	gcMeta	gcMeta_totalOTUv1.0_034966	member	PRJNA289734	SAMN03860278	SRR2103007	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00792868	GCMeta_00001098	s__Cupriavidus metallidurans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus metallidurans	species	Bacteria	Extreme Environments,Environments	Hot Habitat,Pressure Habitat,Hydrothermal Vent	Medium-quality	96.92	1.605	6186122	63.98	241	gcMeta	gcMeta_totalOTUv1.0_032160	member	PRJNA266365	SAMN03166138	SRR3732688	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_00793776	GCMeta_00793776	s__Ralstonia sp913056305	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp913056305	species	Bacteria	Extreme Environments,Others	Pressure Habitat,Sediment	Medium-quality	99.94	1.376	5999579	65.37	55	gcMeta	gcMeta_totalOTUv1.0_032603	representative	PRJNA367444	SAMN06267295	SRR5210973	1	4	K00019;K01907;K05973;K07518	3	3xK05973	K00023;K00626;K03821
GCMeta_00793978	GCMeta_00793978	s__Marinobacter flavimaris	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter flavimaris	species	Bacteria	Others,Extreme Environments	Marine,Pressure Habitat	Medium-quality	99.13	0.0	4545248	57.3	72	gcMeta	gcMeta_totalOTUv1.0_034955	member	PRJNA365134	SAMN06266132	SRR5468452	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00799809	GCMeta_00799809	g__DSNY01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DSNY01;s__	genus	Bacteria	Extreme Environments,Environments	Hot Habitat,Hot Spring	High-quality	96.91	0.0	3659124	69.08	344	gcMeta	gcMeta_totalOTUv1.0_075479	representative	PRJNA627197	SAMN14653544	SRR11582161	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00801159	GCMeta_00801159	s__Acidovorax kalamii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax kalamii	species	Bacteria	Extreme Environments,Environments	Hot Habitat,Hot Spring	Medium-quality	88.08	0.946	4574627	66.14	462	gcMeta	gcMeta_totalOTUv1.0_032020	representative	PRJNA364998	SAMN06266162	SRR5214705	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00801168	GCMeta_00801168	s__Giesbergeria sp024709845	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__Giesbergeria sp024709845	species	Bacteria	Extreme Environments,Environments	Hot Habitat,Hot Spring	Medium-quality	95.24	1.052	3752590	66.35	69	gcMeta	gcMeta_totalOTUv1.0_032207	representative	PRJNA364998	SAMN06266162	SRR5214705	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00803995	GCMeta_00803995	g__DSNY01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DSNY01;s__	genus	Bacteria	Extreme Environments,Environments	Hot Habitat,Hot Spring	Medium-quality	93.80	1.829	3419679	69.13	288	gcMeta	gcMeta_totalOTUv1.0_077062	representative	PRJNA493162	SAMN10130911	SRR7903765	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00810650	GCMeta_00810650	s__Ralstonia mannitolilytica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia mannitolilytica	species	Bacteria	Extreme Environments,Environments	Acid Habitat,Acid Mine Drainage	Medium-quality	99.05	0.917	4686867	65.83	29	gcMeta	gcMeta_totalOTUv1.0_032599	representative	PRJNA666025	SAMN17023243	SRR13213330	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_00812399	GCMeta_00812399	s__Noviherbaspirillum sp021821365	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum;s__Noviherbaspirillum sp021821365	species	Bacteria	Extreme Environments,Environments	Acid Habitat,Acid Mine Drainage	Medium-quality	89.25	1.588	4883250	61.46	402	gcMeta	gcMeta_totalOTUv1.0_032405	representative	PRJNA666025	SAMN17057157	SRR13304626	1	4	K00019;K01907;K05973;K07518	3	3xK05973	K00023;K00626;K03821
GCMeta_00812729	GCMeta_00803995	g__DSNY01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DSNY01;s__	genus	Bacteria	Extreme Environments	Acid Habitat,Hot Habitat	High-quality	93.1	1.234	3711299	69.04	406	gcMeta	gcMeta_totalOTUv1.0_077062	member	PRJNA493162,PRJNA643424	SAMN10130911,SAMN15414050	SRR7903765,SRR12124855	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_00817450	GCMeta_00022405	s__Comamonas acidovorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans	species	Bacteria	Extreme Environments,Environments	Saline-alkaline Habitat,Saline Lake	Medium-quality	91.35	2.155	5961636	66.84	640	gcMeta	gcMeta_totalOTUv1.0_032129	member	PRJNA639779	SAMN15249360	SRR12088347	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00818526	GCMeta_00818526	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Extreme Environments,Others	Saline-alkaline Habitat,Sediment	Medium-quality	95.72	0.0	3515715	58.19	186	gcMeta	gcMeta_totalOTUv1.0_079680	representative	PRJNA365331	SAMN06265041	SRR5209943	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00818671	GCMeta_00818671	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Extreme Environments,Others	Saline-alkaline Habitat,Sediment	Medium-quality	95.77	1.077	3157786	57.94	134	gcMeta	gcMeta_totalOTUv1.0_079710	representative	PRJNA365340	SAMN06266230	SRR5210208	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_00818792	GCMeta_00818792	g__Wenzhouxiangella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__	genus	Bacteria	Extreme Environments,Environments	Saline-alkaline Habitat,Saline Lake	High-quality	98.79	1.680	3891131	59.78	83	gcMeta	gcMeta_totalOTUv1.0_079774	representative	PRJNA367007	SAMN06267785	SRR5271190	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626
GCMeta_01084819	GCMeta_01084819	s__DAIDBD01 sp027310305	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DAIDBD01;s__DAIDBD01 sp027310305	species	Bacteria	Environments	Acid Mine Drainage	High-quality	99.47	0.378	4267722	57.39	118	gcMeta	gcMeta_totalOTUv1.0_032169	representative	PRJNA354598	SAMN06212482	SRR5161794	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01084962	GCMeta_01084962	s__Acidovorax temperans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax temperans	species	Bacteria	Environments	Acid Mine Drainage	Medium-quality	94.83	1.136	3671939	63.72	178	gcMeta	gcMeta_totalOTUv1.0_032026	member	PRJNA666025	SAMN17023988	SRR13213985	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01085871	GCMeta_01085871	g__Hydrogenophaga	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	genus	Bacteria	Environments	Saline Lake	Medium-quality	99.14	0.934	4429135	63.24	57	gcMeta	gcMeta_totalOTUv1.0_080571	representative	PRJNA467273	SAMN09201406	SRR7529732	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01085989	GCMeta_01085989	g__Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	genus	Bacteria	Environments	Saline Lake	Medium-quality	95.41	0.327	3156666	60.73	133	gcMeta	gcMeta_totalOTUv1.0_080657	representative	PRJNA653746	SAMN15740463	SRR12911366	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01086279	GCMeta_01086279	s__Marinobacter antarcticus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter antarcticus	species	Bacteria	Environments	Saline Lake	Medium-quality	68.96	0.0	2871396	55.55	88	gcMeta	gcMeta_totalOTUv1.0_034954	member	PRJNA653798	SAMN15740466	SRR12693835	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01086660	GCMeta_01086660	s__Comamonas acidovorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans	species	Bacteria	Environments	Saline Lake	Medium-quality	98.53	0.206	6133990	67.13	81	gcMeta	gcMeta_totalOTUv1.0_032129	member	PRJNA639779	SAMN15249355	SRR12088352	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01089209	GCMeta_01089209	s__Ralstonia sp001078575	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp001078575	species	Bacteria	Environments	Hydrothermal Vent	Medium-quality	98.84	9.05	6384196	62	222	mOTUs	gcMeta_totalOTUv1.0_032602	member	PRJNA779602	SAMN16557391	SRR16916507,SRR16916498,SRR16916505,SRR16916501,SRR16916497,SRR16916508,SRR16916509,SRR16916503,SRR16916506,SRR16916504,SRR16916499,SRR16916502,SRR16916511	1	4	K00019;K01907;K05973;K07518	4	4xK05973	K00023;K00626;K03821
GCMeta_01134171	GCMeta_01134171	g__Ralstonia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	74.66	0.0	4868986	64	298	mOTUs	gcMeta_totalOTUv1.0_083888	representative	PRJNA385736	SAMN07483605	SRR5918718	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_01148737	GCMeta_01148737	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	78.62	0.0	3793314	58	395	mOTUs	gcMeta_totalOTUv1.0_084757	representative	PRJNA793509	SAMN24541584	SRR17686880	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00626;K03821
GCMeta_01150483	GCMeta_01150483	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	99.18	0.43	3943493	57	37	mOTUs	gcMeta_totalOTUv1.0_084856	representative	PRJNA412741	SAMN07748056	SRR6144753	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01152078	GCMeta_01152078	g__Acidovorax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	78.98	0.0	3834792	66	217	mOTUs	gcMeta_totalOTUv1.0_062169	member	PRJNA823908	SAMN27365861	SRR18653128	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01159363	GCMeta_01159363	s__Marinobacter alexandrii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter alexandrii	species	Bacteria	Marine	Marine Seawater	Medium-quality	99.88	0.69	4398748	57	41	mOTUs	gcMeta_totalOTUv1.0_034953	representative	PRJEB52452	SAMEA110646470	ERR10121344,ERR10121346,ERR10121343,ERR10121347,ERR10121345	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01180326	GCMeta_01180326	g__Piscinibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.66	5.93	6804384	69	550	mOTUs	gcMeta_totalOTUv1.0_086598	representative	PRJEB64422	SAMEA5999008	ERR12071026	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01180989	GCMeta_01180989	s__Cupriavidus pauculus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pauculus	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.11	1.1	6190332	64	94	mOTUs	gcMeta_totalOTUv1.0_032161	member	PRJEB4352	SAMEA2623479	ERR868430	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_01194042	GCMeta_01194042	s__Acidovorax temperans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax temperans	species	Bacteria	Marine	Marine Seawater	Medium-quality	99.49	0.0	3831655	63	66	mOTUs	gcMeta_totalOTUv1.0_032026	representative	PRJDB5504	SAMD00073975	DRR086732	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01194360	GCMeta_01194360	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.74	0.3	3930512	55	71	mOTUs	gcMeta_totalOTUv1.0_087380	representative	PRJNA450643	SAMN09406087	SRR7479689	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01206833	GCMeta_01206833	s__Marinobacter maritimus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter maritimus	species	Bacteria	Marine	Marine Seawater	Medium-quality	92.73	0.34	3833452	55	296	mOTUs	gcMeta_totalOTUv1.0_034960	representative	PRJNA450643	SAMN09405904	SRR7479605	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01211559	GCMeta_01211559	s__Ralstonia pickettii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pickettii	species	Bacteria	Marine	Marine Seawater	Medium-quality	99.94	0.15	4886528	64	84	mOTUs	gcMeta_totalOTUv1.0_032600	member	PRJNA326482	SAMN10231916	SRR8062338	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01212765	GCMeta_01212765	s__Comamonas tsuruhatensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas tsuruhatensis	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.07	1.11	6695626	66	468	mOTUs	gcMeta_totalOTUv1.0_032155	member	PRJNA330727	SAMN05421426	SRR3952299,SRR3952301,SRR3952300,SRR3952312	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01217572	GCMeta_01217572	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	99.04	0.19	3892540	57	11	mOTUs	gcMeta_totalOTUv1.0_088791	representative	PRJEB35627	SAMEA6263996	ERR4008066	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01225207	GCMeta_01225207	s__Cupriavidus campinensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus campinensis	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.48	1.15	5729035	67	61	mOTUs	gcMeta_totalOTUv1.0_032158	representative	PRJEB4352	SAMEA2623037	ERR868386,ERR868464	1	4	K00019;K01907;K05973;K07518	4	4xK05973	K00023;K00626;K03821
GCMeta_01229335	GCMeta_01229335	s__Marinobacter flavimaris	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter flavimaris	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	4415819	57	33	mOTUs	gcMeta_totalOTUv1.0_034955	representative	PRJNA450643	SAMN09406093	SRR7479661	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01230534	GCMeta_01230534	s__Acidovorax sp000302535	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp000302535	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	5075880	65	88	mOTUs	gcMeta_totalOTUv1.0_032021	representative	PRJEB64422	SAMEA6004635	ERR11733572	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01230983	GCMeta_01230983	s__Acidovorax sp016783915	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp016783915	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.85	0.78	5290557	64	100	mOTUs	gcMeta_totalOTUv1.0_032024	representative	PRJEB64422	SAMEA5999036	ERR12071027	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01231339	GCMeta_01231339	s__Cupriavidus metallidurans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus metallidurans	species	Bacteria	Marine	Marine Seawater	Medium-quality	99.94	1.19	6732904	64	93	mOTUs	gcMeta_totalOTUv1.0_032160	member	PRJNA385736	SAMN08953033	SRR7597652,SRR8815068	1	4	K00019;K01907;K05973;K07518	2	2xK05973	K00023;K00626;K03821
GCMeta_01235863	GCMeta_01235863	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	3747737	57	44	mOTUs	gcMeta_totalOTUv1.0_089913	representative	PRJNA450643	SAMN09405904	SRR7479605	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
GCMeta_01236977	GCMeta_01236977	g__Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	0.0	3684355	57	97	mOTUs	gcMeta_totalOTUv1.0_089982	representative	PRJEB15043	SAMEA104141254	ERR2017141	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00626;K03821
GCMeta_01237514	GCMeta_01237514	s__Marinobacter sp001858325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp001858325	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.79	9.38	4183990	54	20	mOTUs	gcMeta_totalOTUv1.0_034969	representative	PRJNA793509	SAMN24541584	SRR17686880	1	4	K00019;K01907;K05973;K07518	1	1xK05973	K00023;K00626;K03821
