ko	genomeId	locusid	contigId	sStart	eEnd	orient	gtdb_mini_taxonomy	gtdb_lineage
K05973	GCMeta_01262590	ACOOHDFB_00349	GCMeta_01262590_00021	9081	10496	+	Hyphomicrobium_B	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_B;s__
K05973	GCMeta_01300406	ACPHMAOO_01081	GCMeta_01300406_00013	59721	60986	+	UBA3064 sp016868095	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA3064;s__UBA3064 sp016868095
K05973	GCMeta_01286553	ACPPBNIC_02696	GCMeta_01286553_00021	66140	67489	-	CAITPF01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAITPF01;s__
K05973	GCMeta_01265740	ADAHMDOE_00589	GCMeta_01265740_00034	8671	9903	+	JANYFH01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__JANYFH01;s__
K05973	GCMeta_01252098	ADAOBMFF_01994	GCMeta_01252098_00108	3036	4502	+	Limnohabitans_A sp003063665	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__Limnohabitans_A sp003063665
K05973	GCMeta_01194360	ADBGEAOJ_02405	GCMeta_01194360_00023	54329	55546	+	Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__
K05973	GCMeta_01250572	ADCCCONJ_02295	GCMeta_01250572_00073	6729	8153	-	Limnohabitans_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__
K05973	GCMeta_00200115	ADDDLGNN_01371	GCMeta_00200115_00039	17269	18546	+	Gellertiella sp945952245	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Gellertiella;s__Gellertiella sp945952245
K05973	GCMeta_01262477	ADDDPNGH_00761	GCMeta_01262477_00029	411	1640	+	CANJDH01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JAEUOS01;g__CANJDH01;s__
K05973	GCMeta_01340010	ADDHKNPP_03825	GCMeta_01340010_00350	2668	3909	-	Parvibaculum sp903889655	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp903889655
K05973	GCMeta_01340010	ADDHKNPP_03881	GCMeta_01340010_00364	1007	2227	+	Parvibaculum sp903889655	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp903889655
K05973	GCMeta_01320159	ADDLGDGO_01006	GCMeta_01320159_00006	65386	66597	-	Polynucleobacter sp947472645	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp947472645
K05973	GCMeta_01320159	ADDLGDGO_01604	GCMeta_01320159_00011	25188	26570	+	Polynucleobacter sp947472645	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp947472645
K05973	GCMeta_01305878	ADEHNGFE_04146	GCMeta_01305878_00740	988	2217	+	JAEUOS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JAEUOS01;g__JAEUOS01;s__
K05973	GCMeta_00779068	ADEJOFNP_02398	k141_244601	5886	7121	-	Telluria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__
K05973	GCMeta_00779068	ADEJOFNP_02771	k141_1054596	287	2029	-	Telluria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__
K05973	GCMeta_01308240	ADFAILIP_01302	GCMeta_01308240_00040	2143	3393	+	Aquabacterium	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__
K05973	GCMeta_01251307	ADFGFKLJ_01890	GCMeta_01251307_00112	2915	4297	-	Micavibrionaceae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
K05973	GCMeta_00540133	ADFIJBMP_01040	GCMeta_00540133_00047	4487	5734	-	Novosphingobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K05973	GCMeta_01130117	ADFJLPLC_02756	GCMeta_01130117_00021	15202	16500	+	Hyphomonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__
K05973	GCMeta_00779972	ADGGBJCN_02064	NODE_954_length_14139_cov_57.338043	11358	13226	-	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K05973	GCMeta_00540136	ADHBIKDG_00300	GCMeta_00540136_00001	302347	303567	-	Bradyrhizobium sp019748335	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp019748335
K05973	GCMeta_00540136	ADHBIKDG_02476	GCMeta_00540136_00011	83361	84692	+	Bradyrhizobium sp019748335	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp019748335
K05973	GCMeta_00540654	ADHOPBLG_01564	GCMeta_00540654_00006	24581	25909	-	Bradyrhizobium sp016462955	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp016462955
K05973	GCMeta_00540654	ADHOPBLG_02166	GCMeta_00540654_00009	142286	143509	-	Bradyrhizobium sp016462955	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp016462955
K05973	GCMeta_00782163	ADIAAEJH_00324	NODE_2313_length_37756_cov_5.443065	35854	37134	+	Fertoeibacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Fertoeibacter;s__
K05973	GCMeta_01265263	ADKBAOFK_03384	GCMeta_01265263_00045	7910	9160	+	Palsa-881	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
K05973	GCMeta_01314510	ADKCENNK_01788	GCMeta_01314510_00038	9709	10986	-	Cypionkella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cypionkella;s__
K05973	GCMeta_01284315	ADKEIBCL_01822	GCMeta_01284315_00012	5493	6704	-	PCRC01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PCRC01;s__
K05973	GCMeta_01284315	ADKEIBCL_02731	GCMeta_01284315_00033	13027	14445	+	PCRC01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PCRC01;s__
K05973	GCMeta_01265283	ADKEKLIL_01335	GCMeta_01265283_00084	5685	7286	+	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K05973	GCMeta_00542999	ADKJGEEH_01359	GCMeta_00542999_00284	49	1314	+	UBA3064 sp023258775	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA3064;s__UBA3064 sp023258775
K05973	GCMeta_01167527	ADLCMMMM_00285	GCMeta_01167527_00016	13077	14336	+	JAJDOD01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAJDOD01;s__
K05973	GCMeta_01262976	ADLCNNON_00960	GCMeta_01262976_00025	8386	9765	-	JANYJJ01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JANYJJ01;s__
K05973	GCMeta_01262729	ADLDFOCO_01567	GCMeta_01262729_00128	787	2028	-	JADKJR01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__JADKJR01;s__
K05973	GCMeta_00541017	ADLFKCPL_01428	GCMeta_00541017_00006	88880	90097	+	Aquisediminimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__
K05973	GCMeta_01261620	ADMJJHJF_00448	GCMeta_01261620_00007	44588	46099	+	JAAFJR01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAAFJR01;s__
K05973	GCMeta_01151675	ADPEGHFN_01453	GCMeta_01151675_00004	47517	49451	+	Arsukibacterium sp002415085	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Arsukibacterium;s__Arsukibacterium sp002415085
K05973	GCMeta_01310818	ADPEOHJC_03300	GCMeta_01310818_00177	2801	4267	+	Sphaerotilus sulfidivorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__Sphaerotilus sulfidivorans
K05973	GCMeta_01085561	ADPIBLPA_00233	GCMeta_01085561_00002	39373	40866	+	RS62 sp000496475	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp000496475
K05973	GCMeta_00793727	ADPOKKGO_01290	NODE_4078_length_18515_cov_4.625515	14280	15575	-	Hyphomonadaceae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__
K05973	GCMeta_01226659	AEAEHDLH_00528	GCMeta_01226659_00007	24650	25882	-	HIMB11 sp003486095	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp003486095
K05973	GCMeta_01127478	AEAFEAMH_02834	GCMeta_01127478_00095	5043	6320	-	Maliponia	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maliponia;s__
K05973	GCMeta_00791591	AEAFKOIO_01926	NODE_22965_length_4460_cov_4.748922	2354	3574	+	JALXAG01 sp026992315	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Minwuiales;f__Minwuiaceae;g__JALXAG01;s__JALXAG01 sp026992315
K05973	GCMeta_00791591	AEAFKOIO_01926	NODE_22965_length_4460_cov_4.748922	2354	3574	+	JALXAG01 sp026992315	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Minwuiales;f__Minwuiaceae;g__JALXAG01;s__JALXAG01 sp026992315
K05973	GCMeta_00791591	AEAFKOIO_01926	NODE_22965_length_4460_cov_4.748922	2354	3574	+	JALXAG01 sp026992315	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Minwuiales;f__Minwuiaceae;g__JALXAG01;s__JALXAG01 sp026992315
K05973	GCMeta_01288834	AEAIPDIB_01525	GCMeta_01288834_00012	28623	29879	+	TMP-24	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__
K05973	GCMeta_01151053	AEBMPBPO_00576	GCMeta_01151053_00025	9518	10900	+	TMED27	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__
K05973	GCMeta_00795403	AECDACEP_00574	NODE_2472_length_36010_cov_10.747184	11385	12650	-	UBA3064 sp016868095	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA3064;s__UBA3064 sp016868095
K05973	GCMeta_00793004	AEDCGHBF_02659	NODE_1626_length_11640_cov_9.472594	6690	7925	+	Alteriqipengyuania sp002729695	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteriqipengyuania;s__Alteriqipengyuania sp002729695
K05973	GCMeta_00793004	AEDCGHBF_02659	NODE_1626_length_11640_cov_9.472594	6690	7925	+	Alteriqipengyuania sp002729695	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteriqipengyuania;s__Alteriqipengyuania sp002729695
K05973	GCMeta_00798356	AEDOHPEC_00245	NODE_1088_length_36415_cov_6.288999	8270	9499	+	UBA3077 sp015487255	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp015487255
K05973	GCMeta_01289342	AEDOIGKO_01604	GCMeta_01289342_00054	2266	3438	+	PBB1 sp017986065	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065
K05973	GCMeta_01289342	AEDOIGKO_01957	GCMeta_01289342_00075	3474	4874	-	PBB1 sp017986065	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065
K05973	GCMeta_01343370	AEEPKEAC_00506	GCMeta_01343370_00005	61462	62883	-	CANKHJ01 sp947481635	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__CANKHJ01;s__CANKHJ01 sp947481635
K05973	GCMeta_01084925	AEFHNDKP_00075	GCMeta_01084925_00005	8395	9612	-	Rhizomicrobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
K05973	GCMeta_01301918	AEGAGEHI_02903	GCMeta_01301918_00142	219	1499	-	Rhodobaculum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaculum;s__
K05973	GCMeta_00809073	AEHBBFLM_01312	NODE_207_length_61756_cov_34.253351	28241	29530	-	Thiomonas sp021816585	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas sp021816585
K05973	GCMeta_00120529	AEHDGAKA_00781	GCMeta_00120529_00158	806	2053	+	Amaricoccus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__
K05973	GCMeta_01330548	AEICDKDP_02446	GCMeta_01330548_00566	540	1871	+	UBA4765	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__UBA4765;g__UBA4765;s__
K05973	GCMeta_01285257	AEIEBEEP_01946	GCMeta_01285257_00196	1479	2804	+	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_01165791	AEIOKBPD_00292	GCMeta_01165791_00012	11203	12630	-	UBA2137 sp002701555	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2137;s__UBA2137 sp002701555
K05973	GCMeta_01131965	AEJAGFOA_01329	GCMeta_01131965_00087	5808	7025	+	Alteromonas iocasae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas iocasae
K05973	GCMeta_01287392	AEJCCMBE_00327	GCMeta_01287392_00015	13712	14581	+	Porphyromonas	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__
K05973	GCMeta_01294195	AEJNPKNO_01092	GCMeta_01294195_00010	59912	61141	+	JAEUNB01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__JAEUNB01;s__
K05973	GCMeta_01339134	AELEFKMK_01309	GCMeta_01339134_00011	41945	43267	+	CAIUPE01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__CAIUPE01;s__
K05973	GCMeta_01261596	AELHPLPE_02646	GCMeta_01261596_00293	1681	3006	-	SCMT01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__
K05973	GCMeta_01261833	AEMJOLPF_00621	GCMeta_01261833_00026	8243	9853	+	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K05973	GCMeta_00799336	AENCFEGH_02244	NODE_144_length_45924_cov_9.236042	9965	11269	+	Methylobacterium jeotgali	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium jeotgali
K05973	GCMeta_00799336	AENCFEGH_02244	NODE_144_length_45924_cov_9.236042	9965	11269	+	Methylobacterium jeotgali	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium jeotgali
K05973	GCMeta_00799336	AENCFEGH_03591	NODE_477_length_18503_cov_8.444167	10012	11280	+	Methylobacterium jeotgali	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium jeotgali
K05973	GCMeta_00799336	AENCFEGH_03591	NODE_477_length_18503_cov_8.444167	10012	11280	+	Methylobacterium jeotgali	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium jeotgali
K05973	GCMeta_01265230	AENFBCBM_01976	GCMeta_01265230_00050	17935	19170	-	CAILRJ01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAILRJ01;s__
K05973	GCMeta_01163783	AENGFKEC_00196	GCMeta_01163783_00003	17123	18403	+	Marivita sp024742575	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__Marivita sp024742575
K05973	GCMeta_01255753	AENNAAGP_00429	GCMeta_01255753_00001	428283	429581	-	Polynucleobacter sp001830325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp001830325
K05973	GCMeta_00541454	AEOKCAAL_00805	GCMeta_00541454_00023	1614	2894	-	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_01225419	AEPAABEE_03010	GCMeta_01225419_00194	3703	4992	+	Ponticaulis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__
K05973	GCMeta_00601215	AFAGAIII_00409	GCMeta_00601215_00012	3235	4539	+	Sandaracinobacteroides hominis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacteroides;s__Sandaracinobacteroides hominis
K05973	GCMeta_01338210	AFAJDINN_02316	GCMeta_01338210_00325	124	1428	-	Sandarakinorhabdus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__
K05973	GCMeta_00541343	AFBEDEKK_00281	GCMeta_00541343_00018	2827	4086	+	JAGOHT01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9219;f__RFNS01;g__JAGOHT01;s__
K05973	GCMeta_02137786	AFCDCIII_00246	GCMeta_02137786_00002	46855	48081	+	Achromobacter ruhlandii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter ruhlandii
K05973	GCMeta_01142889	AFEKPBCO_02752	GCMeta_01142889_00021	19437	20672	-	Alteriqipengyuania sp002377695	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Alteriqipengyuania;s__Alteriqipengyuania sp002377695
K05973	GCMeta_00360049	AFENFEKE_02721	GCMeta_00360049_00015	19422	20735	-	Rhizobium_E	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium_E;s__
K05973	GCMeta_01086297	AFEPOFHL_00603	GCMeta_01086297_00057	4300	5562	+	Dinoroseobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Dinoroseobacter;s__
K05973	GCMeta_01210452	AFFIBFKM_01887	GCMeta_01210452_00005	155408	156625	+	Novosphingopyxis baekryungensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingopyxis;s__Novosphingopyxis baekryungensis
K05973	GCMeta_00781721	AFFKIHOO_00686	NODE_4423_length_37746_cov_5.834496	5436	6707	+	JAIYDJ01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAIYDJ01;s__
K05973	GCMeta_00815326	AFGFKCEL_01106	NODE_208708_length_2564_cov_2.924273	1125	2393	-	Yoonia sp003551805	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sp003551805
K05973	GCMeta_01252520	AFGJBPEI_00585	GCMeta_01252520_00031	8529	9761	+	Sphingorhabdus_B sp903868245	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp903868245
K05973	GCMeta_01086270	AFHHHLEG_02491	GCMeta_01086270_00059	2110	3426	-	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K05973	GCMeta_01286189	AFICNMBL_01184	GCMeta_01286189_00016	48150	49553	+	Curvibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Curvibacter;s__
K05973	GCMeta_01297205	AFIEHEOJ_00068	GCMeta_01297205_00001	80660	81880	-	Casimicrobium sp017989135	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__Casimicrobium;s__Casimicrobium sp017989135
K05973	GCMeta_01182566	AFIGJMAN_02302	GCMeta_01182566_00057	1979	3301	-	Brevundimonas sp023409795	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp023409795
K05973	GCMeta_01250714	AFKJHIIA_00902	GCMeta_01250714_00005	74945	76216	+	Hyphomonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__
K05973	GCMeta_01240783	AFLPEOGG_00618	GCMeta_01240783_00048	7410	8690	+	Brevundimonas sp012270135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp012270135
K05973	GCMeta_01289740	AFMDODFC_06876	GCMeta_01289740_00042	23755	25197	+	Polyangiaceae	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
K05973	GCMeta_00778856	AFMNGJAO_01378	k141_3789512	7002	8210	+	Methylobacterium radiotolerans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium radiotolerans
K05973	GCMeta_00778856	AFMNGJAO_03311	k141_1133499	2420	3697	-	Methylobacterium radiotolerans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium radiotolerans
K05973	GCMeta_00788988	AFONEDEJ_01661	NODE_1713_length_29466_cov_5.837476	9977	11257	+	Roseiarcus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__
K05973	GCMeta_00540256	AFPOIHEN_01615	GCMeta_00540256_00002	719808	721046	+	Sphingorhabdus_B	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
K05973	GCMeta_01330127	AGAGPLDA_01564	GCMeta_01330127_00054	11526	12761	-	SYFN01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SYFN01;s__
K05973	GCMeta_00541202	AGBGHGFG_01694	GCMeta_00541202_00064	10266	11762	-	Telluria timonae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria timonae
K05973	GCMeta_00541202	AGBGHGFG_04409	GCMeta_00541202_00340	4562	5797	-	Telluria timonae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria timonae
K05973	GCMeta_00541202	AGBGHGFG_05401	GCMeta_00541202_00558	2288	3523	-	Telluria timonae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria timonae
K05973	GCMeta_01085952	AGBHPFJH_00534	GCMeta_01085952_00008	46846	48159	+	Pseudorhodobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__
K05973	GCMeta_02137912	AGBKMOGI_03893	GCMeta_02137912_00156	10136	11410	-	PMG-095 sp023419055	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__PMG-095 sp023419055
K05973	GCMeta_01299757	AGCFBBLO_02457	GCMeta_01299757_00026	21393	22613	-	Janthinobacterium sp900112025	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__Janthinobacterium sp900112025
